Chrono;Time;MIDS Status;DLIP Saturation;TDH079
109.43;00:01:49.430;;;;;Log message(s) lost
109.45;00:01:49.450;;;;;Log message(s) lost
109.48;00:01:49.480;;;;;Log message(s) lost
109.48;00:01:49.480;;;;;Log message(s) lost
109.48;00:01:49.480;;;;;Log message(s) lost
109.51;00:01:49.510;;;;;Log message(s) lost
109.96;00:01:49.960;;;;;Log message(s) lost
109.96;00:01:49.960;;;;;Log message(s) lost
109.99;00:01:49.990;;;;;Log message(s) lost
110.02;00:01:50.020;;;;;Log message(s) lost
110.92;00:01:50.920;;;;;Log message(s) lost
110.95;00:01:50.950;;;;;Log message(s) lost
110.98;00:01:50.980;;;;;Log message(s) lost
110.98;00:01:50.980;;;;;Log message(s) lost
111.01;00:01:51.010;;;;;Log message(s) lost
111.90;00:01:51.900;;;;;Log message(s) lost
111.90;00:01:51.900;;;;;Log message(s) lost
111.93;00:01:51.930;;;;;Log message(s) lost
111.96;00:01:51.960;;;;;Log message(s) lost
111.99;00:01:51.990;;;;;Log message(s) lost
112.50;00:01:52.500;;;;;Log message(s) lost
112.53;00:01:52.530;;;;;Log message(s) lost
112.56;00:01:52.560;;;;;Log message(s) lost
112.59;00:01:52.590;;;;;Log message(s) lost
112.59;00:01:52.590;;;;;Log message(s) lost
112.62;00:01:52.620;;;;;Log message(s) lost
112.65;00:01:52.650;;;;;Log message(s) lost
112.65;00:01:52.650;;;;;Log message(s) lost
112.68;00:01:52.680;;;;;Log message(s) lost
112.71;00:01:52.710;;;;;Log message(s) lost
120.30;00:02:0.299;0,5;0,5;0
130.30;00:02:10.300;0,5;0,5;0
140.30;00:02:20.300;0,5;0,5;0
150.30;00:02:30.300;0,5;0,5;0
159.07;00:02:39.070;;;;;Log message(s) lost
159.10;00:02:39.100;;;;;Log message(s) lost
159.13;00:02:39.130;;;;;Log message(s) lost
159.16;00:02:39.160;;;;;Log message(s) lost
159.19;00:02:39.190;;;;;Log message(s) lost
159.22;00:02:39.220;;;;;Log message(s) lost
159.25;00:02:39.250;;;;;Log message(s) lost
159.28;00:02:39.280;;;;;Log message(s) lost
159.28;00:02:39.280;;;;;Log message(s) lost
159.28;00:02:39.280;;;;;Log message(s) lost
159.28;00:02:39.280;;;;;Log message(s) lost
159.28;00:02:39.280;;;;;Log message(s) lost
159.28;00:02:39.280;;;;;Log message(s) lost
159.28;00:02:39.280;;;;;Log message(s) lost
159.31;00:02:39.310;;;;;Log message(s) lost
159.34;00:02:39.340;;;;;Log message(s) lost
159.37;00:02:39.370;;;;;Log message(s) lost
159.40;00:02:39.400;;;;;Log message(s) lost
159.43;00:02:39.430;;;;;Log message(s) lost
159.46;00:02:39.460;;;;;Log message(s) lost
159.49;00:02:39.490;;;;;Log message(s) lost
159.52;00:02:39.520;;;;;Log message(s) lost
159.52;00:02:39.520;;;;;Log message(s) lost
159.54;00:02:39.540;;;;;Log message(s) lost
159.54;00:02:39.540;;;;;Log message(s) lost
159.57;00:02:39.570;;;;;Log message(s) lost
159.60;00:02:39.600;;;;;Log message(s) lost
159.60;00:02:39.600;;;;;Log message(s) lost
159.63;00:02:39.630;;;;;Log message(s) lost
159.66;00:02:39.660;;;;;Log message(s) lost
159.69;00:02:39.690;;;;;Log message(s) lost
159.72;00:02:39.720;;;;;Log message(s) lost
159.72;00:02:39.720;;;;;Log message(s) lost
159.72;00:02:39.720;;;;;Log message(s) lost
159.75;00:02:39.750;;;;;Log message(s) lost
159.75;00:02:39.750;;;;;Log message(s) lost
159.78;00:02:39.780;;;;;Log message(s) lost
159.81;00:02:39.810;;;;;Log message(s) lost
159.84;00:02:39.840;;;;;Log message(s) lost
159.87;00:02:39.870;;;;;Log message(s) lost
159.87;00:02:39.870;;;;;Log message(s) lost
159.90;00:02:39.900;;;;;Log message(s) lost
159.93;00:02:39.930;;;;;Log message(s) lost
159.93;00:02:39.930;;;;;Log message(s) lost
159.93;00:02:39.930;;;;;Log message(s) lost
159.96;00:02:39.960;;;;;Log message(s) lost
158.96;00:02:38.960;;;;76
159.99;00:02:39.990;;;;;Log message(s) lost
159.99;00:02:39.990;;;;;Log message(s) lost
160.02;00:02:40.020;;;;;Log message(s) lost
160.02;00:02:40.020;;;;;Log message(s) lost
160.05;00:02:40.050;;;;;Log message(s) lost
160.05;00:02:40.050;;;;;Log message(s) lost
160.05;00:02:40.050;;;;;Log message(s) lost
160.05;00:02:40.050;;;;;Log message(s) lost
160.05;00:02:40.050;;;;;Log message(s) lost
160.05;00:02:40.050;;;;;Log message(s) lost
160.05;00:02:40.050;;;;;Log message(s) lost
160.05;00:02:40.050;;;;;Log message(s) lost
160.08;00:02:40.080;;;;;Log message(s) lost
160.11;00:02:40.110;;;;;Log message(s) lost
160.14;00:02:40.140;;;;;Log message(s) lost
160.17;00:02:40.170;;;;;Log message(s) lost
160.20;00:02:40.200;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.23;00:02:40.230;;;;;Log message(s) lost
160.26;00:02:40.260;;;;;Log message(s) lost
160.29;00:02:40.290;;;;;Log message(s) lost
160.32;00:02:40.320;;;;;Log message(s) lost
160.35;00:02:40.350;;;;;Log message(s) lost
160.35;00:02:40.350;;;;;Log message(s) lost
160.38;00:02:40.380;;;;;Log message(s) lost
160.41;00:02:40.410;;;;;Log message(s) lost
160.44;00:02:40.440;;;;;Log message(s) lost
160.44;00:02:40.440;;;;;Log message(s) lost
160.44;00:02:40.440;;;;;Log message(s) lost
160.47;00:02:40.470;;;;;Log message(s) lost
160.49;00:02:40.490;;;;;Log message(s) lost
158.97;00:02:38.970;;;;95
158.98;00:02:38.980;0,5;0;0,5
158.98;00:02:38.980;;;;97
160.52;00:02:40.520;;;;;Log message(s) lost
160.52;00:02:40.520;;;;;Log message(s) lost
160.52;00:02:40.520;;;;;Log message(s) lost
160.52;00:02:40.520;;;;;Log message(s) lost
160.52;00:02:40.520;;;;;Log message(s) lost
