0.000000 0.000000 1.000000 0.000000 
1.000000 0.198669 0.980067 0.039470 
2.000000 0.389418 0.921061 0.151647 
3.000000 0.564642 0.825336 0.318821 
4.000000 0.717356 0.696707 0.514600 
5.000000 0.841471 0.540302 0.708073 
6.000000 0.932039 0.362358 0.868697 
7.000000 0.985450 0.169967 0.971111 
8.000000 0.999574 -0.029200 0.999147 
9.000000 0.973848 -0.227202 0.948379 
10.000000 0.909297 -0.416147 0.826822 
11.000000 0.808496 -0.588501 0.653666 
12.000000 0.675463 -0.737394 0.456251 
13.000000 0.515501 -0.856889 0.265742 
14.000000 0.334988 -0.942222 0.112217 
15.000000 0.141120 -0.989992 0.019915 
16.000000 -0.058374 -0.998295 0.003408 
17.000000 -0.255541 -0.966798 0.065301 
18.000000 -0.442520 -0.896758 0.195824 
19.000000 -0.611858 -0.790968 0.374370 
20.000000 -0.756802 -0.653644 0.572750 
21.000000 -0.871576 -0.490261 0.759644 
22.000000 -0.951602 -0.307333 0.905547 
23.000000 -0.993691 -0.112153 0.987422 
24.000000 -0.996165 0.087499 0.992344 
25.000000 -0.958924 0.283662 0.919536 
26.000000 -0.883455 0.468517 0.780492 
27.000000 -0.772764 0.634693 0.597165 
28.000000 -0.631267 0.775566 0.398498 
29.000000 -0.464602 0.885520 0.215855 
30.000000 -0.279415 0.960170 0.078073 
31.000000 -0.083089 0.996542 0.006904 
32.000000 0.116549 0.993185 0.013584 
33.000000 0.311541 0.950233 0.097058 
34.000000 0.494113 0.869397 0.244148 
35.000000 0.656987 0.753902 0.431631 
36.000000 0.793668 0.608351 0.629909 
37.000000 0.898708 0.438547 0.807676 
38.000000 0.967920 0.251260 0.936868 
39.000000 0.998543 0.053955 0.997089 
40.000000 0.989358 -0.145500 0.978830 
41.000000 0.940731 -0.339155 0.884974 
42.000000 0.854599 -0.519289 0.730339 
43.000000 0.734397 -0.678720 0.539339 
44.000000 0.584917 -0.811093 0.342128 
45.000000 0.412118 -0.911130 0.169842 
46.000000 0.222890 -0.974844 0.049680 
47.000000 0.024775 -0.999693 0.000614 
48.000000 -0.174327 -0.984688 0.030390 
49.000000 -0.366479 -0.930426 0.134307 
50.000000 -0.544021 -0.839072 0.295959 
51.000000 -0.699875 -0.714266 0.489825 
52.000000 -0.827826 -0.560984 0.685297 
53.000000 -0.922775 -0.385338 0.851514 
54.000000 -0.980936 -0.194330 0.962236 
55.000000 -0.999990 0.004426 0.999980 
56.000000 -0.979178 0.203005 0.958789 
57.000000 -0.919329 0.393491 0.845165 
58.000000 -0.822829 0.568290 0.677047 
59.000000 -0.693525 0.720432 0.480977 
60.000000 -0.536573 0.843854 0.287910 
61.000000 -0.358229 0.933634 0.128328 
62.000000 -0.165604 0.986192 0.027425 
63.000000 0.033623 0.999435 0.001131 
64.000000 0.231510 0.972833 0.053597 
65.000000 0.420167 0.907447 0.176540 
66.000000 0.592074 0.805884 0.350551 
67.000000 0.740376 0.672193 0.548156 
68.000000 0.859162 0.511704 0.738159 
69.000000 0.943696 0.330815 0.890562 
70.000000 0.990607 0.136737 0.981303 
71.000000 0.998027 -0.062792 0.996057 
72.000000 0.965658 -0.259817 0.932495 
73.000000 0.894791 -0.446485 0.800651 
74.000000 0.788252 -0.615352 0.621341 
75.000000 0.650288 -0.759688 0.422874 
76.000000 0.486399 -0.873737 0.236584 
77.000000 0.303118 -0.952953 0.091881 
78.000000 0.107754 -0.994178 0.011611 
79.000000 -0.091907 -0.995768 0.008447 
80.000000 -0.287903 -0.957659 0.082888 
81.000000 -0.472422 -0.881372 0.223183 
82.000000 -0.638107 -0.769948 0.407180 
83.000000 -0.778352 -0.627828 0.605832 
84.000000 -0.887567 -0.460679 0.787775 
85.000000 -0.961397 -0.275163 0.924285 
86.000000 -0.996900 -0.078678 0.993810 
87.000000 -0.992659 0.120944 0.985373 
88.000000 -0.948844 0.315744 0.900306 
89.000000 -0.867202 0.497956 0.752040 
90.000000 -0.750987 0.660317 0.563982 
91.000000 -0.604833 0.796352 0.365823 
92.000000 -0.434566 0.900640 0.188847 
93.000000 -0.246974 0.969022 0.060996 
94.000000 -0.049536 0.998772 0.002454 
95.000000 0.149877 0.988705 0.022463 
96.000000 0.343315 0.939220 0.117865 
97.000000 0.523066 0.852292 0.273598 
98.000000 0.681964 0.731386 0.465074 
99.000000 0.813674 0.581322 0.662065 
